011002	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		札幌市	ｻｯﾎﾟﾛｼ	1911年8月	外側の六角形は雪の結晶を象徴し、内側の円形模様は「札」を表し、「ロ」で札を囲い、さらにはその中に北斗星の「ホ」を象ったもの	43.3435	141.21158	//upload.wikimedia.org/wikipedia/commons/thumb/7/78/Symbol_of_Sapporo%2C_Hokkaido.svg/100px-Symbol_of_Sapporo%2C_Hokkaido.svg.png
012025	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		函館市	ﾊｺﾀﾞﾃｼ	1935年7月13日	函館港の別名である「巴の港」を表したもの	41.4672	140.43441	//upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Symbol_of_Hakodate%2C_Hokkaido.svg/100px-Symbol_of_Hakodate%2C_Hokkaido.svg.png
012033	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		小樽市	ｵﾀﾙｼ	1922年8月28日	雪を象徴した六つの花の中に「小」を図案化したもの	43.11266	140.59397	//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Symbol_of_Otaru_Hokkaido.svg/100px-Symbol_of_Otaru_Hokkaido.svg.png
012041	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		旭川市	ｱｻﾋｶﾜｼ	1911年6月29日	北斗星で北海道の中心部を表し、赤色の日章旗を中心に配したもの　	43.46143	142.2154	//upload.wikimedia.org/wikipedia/commons/thumb/9/90/Emblem_of_Asahikawa%2C_Hokkaido.svg/100px-Emblem_of_Asahikawa%2C_Hokkaido.svg.png
012050	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		室蘭市	ﾑﾛﾗﾝｼ	1936年4月13日	六つの「ロ」で円筒を作って「ムロ」とし、ランの花の周りを囲っている　	42.18549	140.58265	//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Emblem_of_Muroran%2C_Hokkaido.svg/100px-Emblem_of_Muroran%2C_Hokkaido.svg.png
012068	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		釧路市	ｸｼﾛｼ	2005年10月1日	外側は北極星、中の輪は「クシロ」を意味する腕輪を表している　			//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Symbol_of_Kushiro_Hokkaido.svg/100px-Symbol_of_Kushiro_Hokkaido.svg.png
012076	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		帯広市	ｵﾋﾞﾋﾛｼ	1933年4月1日	「北」と「ロ」を兼ねて表し、「オ」を図案化したもの	42.551699	143.115996	//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Emblem_of_Obihiro%2C_Hokkaido.svg/100px-Emblem_of_Obihiro%2C_Hokkaido.svg.png
012084	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		北見市	ｷﾀﾐｼ	2006年3月5日	全体は秤の「分銅」を表し、「北」を図案化したもの	43.4829	143.534	//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Symbol_of_Kitami_Hokkaido.svg/100px-Symbol_of_Kitami_Hokkaido.svg.png
012092	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		夕張市	ﾕｳﾊﾞﾘｼ	1937年8月2日	外側の六角模様は黒ダイヤ、中側は「夕」を図案化したもの	43.3243	141.5826	//upload.wikimedia.org/wikipedia/commons/thumb/0/03/Emblem_of_Yubari%2C_Hokkaido.svg/100px-Emblem_of_Yubari%2C_Hokkaido.svg.png
012106	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		岩見沢市	ｲﾜﾐｻﾞﾜｼ	1948年4月1日　	正菱型を象り、輪郭で北海道・内部は石狩平野・岩見沢の位置、四方八方へ延びる交通網を表したもの　	43.11462	141.46332	//upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Symbol_of_Iwamizawa%2C_Hokkaido.svg/100px-Symbol_of_Iwamizawa%2C_Hokkaido.svg.png
012114	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		網走市	ｱﾊﾞｼﾘｼ	1940年3月22日	全体は錨の形であり、「ア」・「走」を図案化したもの	44.0111	144.1531	//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Symbol_of_Abashiri_Hokkaido.svg/100px-Symbol_of_Abashiri_Hokkaido.svg.png
012122	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		留萌市	ﾙﾓｲｼ	1964年12月16日	「ル」を菱形にして図案化したもの	43.56275	141.38133	//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Emblem_of_Rumoi%2C_Hokkaido.svg/100px-Emblem_of_Rumoi%2C_Hokkaido.svg.png
012131	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		苫小牧市	ﾄﾏｺﾏｲｼ	1949年8月22日	全体は「トマコマイ」を意味し、「トマ」を上下に配しかつ周囲を象り、上下の二つの突起で「コマ」を図案化してから「ト」を「イ」として読ませているもの	42.3826	141.36199	//upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Symbol_of_Tomakomai%2C_Hokkaido.svg/100px-Symbol_of_Tomakomai%2C_Hokkaido.svg.png
012149	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		稚内市	ﾜｯｶﾅｲｼ	1949年4月1日	外形は六芒星・三つの意味を持つ「W（will=意志・wisdom=知識・work=労働）」を表しているもの			//upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Emblem_of_Wakkanai%2C_Hokkaido.svg/100px-Emblem_of_Wakkanai%2C_Hokkaido.svg.png
012157	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		美唄市	ﾋﾞﾊﾞｲｼ	1950年9月2日	カラスガイ・「ひ」を組み合わせて図案化し、黒ダイヤを表したもの	43.19586	141.51136	//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Symbol_of_Bibai_Hokkaido.svg/100px-Symbol_of_Bibai_Hokkaido.svg.png
012165	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		芦別市	ｱｼﾍﾞﾂｼ	1948年7月3日	外側は北海道・五個の菱型は黒ダイヤ・「芦」を表したもの	43.3154	142.11221	//upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Emblem_of_Ashibetsu%2C_Hokkaido.svg/100px-Emblem_of_Ashibetsu%2C_Hokkaido.svg.png
012173	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		江別市	ｴﾍﾞﾂｼ	1924年10月24日	星は屯田兵・囲む円は月を表したもの	43.6134	141.32103	//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Emblem_of_Ebetsu%2C_Hokkaido.svg/100px-Emblem_of_Ebetsu%2C_Hokkaido.svg.png
012181	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		赤平市	ｱｶﾋﾞﾗｼ	1966年12月2日	「赤」を翼の形に図案化したもの	43.3329	142.239	//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Symbol_of_Akabira%2C_Hokkaido.svg/100px-Symbol_of_Akabira%2C_Hokkaido.svg.png
012190	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		紋別市	ﾓﾝﾍﾞﾂｼ	1941年4月1日	「紋」を図案化したもの	44.2109	143.2109	//upload.wikimedia.org/wikipedia/commons/thumb/2/26/Symbol_of_Monbetsu_Hokkaido.svg/100px-Symbol_of_Monbetsu_Hokkaido.svg.png
012203	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		士別市	ｼﾍﾞﾂｼ	2005年10月14日　	青の「S」は図案化、赤は人、緑は大地を表したもの	44.1043	142.2403	//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Symbol_of_Shibetsu%2C_Hokkaido.svg/100px-Symbol_of_Shibetsu%2C_Hokkaido.svg.png
012211	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		名寄市	ﾅﾖﾛｼ	2006年3月27日	「N」を図案化したもの	44.2121	142.2748	//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Symbol_of_Nayoro_Hokkaido.svg/100px-Symbol_of_Nayoro_Hokkaido.svg.png
012220	北海道地方	北海道	ﾎｯｶｲﾄﾞｳ		三笠市	ﾐｶｻｼ	1957年3月8日	「三」を三段にして図案化したもの	43.14444	141.52309	//upload.wikimedia.org/wikipedia/commons/thumb/1/15/Symbol_of_Mikasa_Hokkaido.svg/100px-Symbol_of_Mikasa_Hokkaido.svg.png
